Actual_Time_Spent_hrs,Issue_Type,Priority,Severity,Story_Points,Epic_Size,Number_of_Subtasks,Number_of_Linked_Issues,Number_of_Comments,Number_of_Attachments,Number_of_Description_Edits,Complexity,Average_Historical_Hours,Assignee_Experience_yrs,Team_Velocity,Team_Size
38,Story,Medium,Blocker,1,9,4,1,8,1,5,Low,13.6,2.1,20,8
14.6,Story,Medium,Major,2,15,3,2,5,2,1,High,12.2,7.4,31,9
4.4,Story,Low,Minor,5,33,0,4,9,1,5,Medium,16.9,0.5,41,7
9.4,Story,High,Minor,8,113,0,4,5,1,1,Medium,9.6,5.5,48,9
11.2,Bug,Low,Trivial,2,83,2,1,8,2,2,Very High,4.5,4.4,38,7
13.5,Story,Medium,Minor,2,74,3,1,4,4,9,High,13.9,1.7,49,6
5.7,Bug,Critical,Trivial,1,52,2,2,9,1,4,High,2.6,7,47,6
23.7,Task,Low,Major,1,19,2,0,8,0,5,Low,14.8,7.1,40,8
1.9,Bug,Critical,Minor,13,111,1,3,9,0,0,Low,3,7.4,37,5
26.1,Story,Critical,Major,5,88,3,1,8,0,4,Low,7.5,7.8,43,10
29.5,Bug,Medium,Major,3,38,3,1,9,0,2,High,14,3.5,45,6
10.1,Bug,Low,Minor,5,64,1,0,9,0,3,Medium,4.8,9.9,55,8
12.4,Task,Medium,Trivial,8,66,1,2,14,0,2,Low,23.7,1.2,35,8
31.7,Bug,Medium,Trivial,8,6,2,2,11,1,3,High,2.8,6.7,51,7
19.8,Bug,Medium,Trivial,1,112,3,1,10,1,2,Low,10.6,9.7,21,7
10.3,Story,Medium,Major,2,84,2,2,7,2,3,Medium,8.7,2.6,28,9
11.2,Bug,Critical,Minor,5,23,2,3,11,2,2,High,11.8,3.1,37,10
18.1,Bug,Low,Major,3,102,1,1,8,0,1,Medium,8.2,6,38,6
38.7,Task,High,Minor,13,53,4,2,8,2,6,Very High,39.3,7.9,57,7
11.4,Task,Low,Minor,5,82,1,1,8,5,2,Medium,20.1,3.6,31,5
10.1,Task,Medium,Major,13,92,0,1,6,2,5,Medium,12.3,8.4,32,10
13.4,Task,Critical,Major,2,32,3,0,11,0,3,Low,24.9,2.8,54,8
13.5,Story,Medium,Minor,8,52,0,2,6,0,3,Medium,13.6,8.8,29,10
16.1,Bug,Low,Trivial,2,100,2,1,8,0,4,High,11.5,2.9,41,9
12.5,Task,High,Major,13,41,3,4,9,0,3,Very High,4.1,6.4,29,7
27,Task,High,Minor,2,78,3,1,6,2,4,Very High,23.8,3.9,54,7
6.7,Task,High,Minor,3,53,3,2,6,2,1,Medium,1.5,3.6,35,7
17.2,Story,Medium,Major,5,113,1,0,10,0,3,Medium,16.9,3.9,55,10
17.7,Bug,Medium,Minor,3,52,2,0,11,0,4,Medium,15.4,5.2,30,6
7.2,Task,Critical,Major,3,77,2,2,9,1,5,Medium,14.5,8.5,36,11
17.1,Story,Critical,Major,13,92,0,0,10,0,3,Low,1.8,7.7,44,11
18,Task,Medium,Major,3,104,0,3,4,0,2,Low,8.2,4.8,20,10
1.1,Bug,High,Major,5,33,2,1,5,2,3,Medium,8.3,3.2,31,7
6.2,Bug,Medium,Major,1,64,2,1,7,1,2,Low,6.8,8.6,22,10
33.3,Bug,Medium,Major,8,33,3,0,9,1,5,High,1.5,8.8,28,8
8.5,Task,Low,Blocker,5,62,3,0,8,0,6,High,7.9,4.8,38,7
5.1,Bug,Medium,Minor,3,52,1,2,5,2,6,Medium,4.4,7.1,38,11
2.6,Bug,Medium,Minor,1,27,2,4,11,0,4,Low,12.5,4,39,10
5.8,Task,Low,Major,3,31,1,0,7,0,2,Medium,14.2,1.9,30,5
12.1,Bug,Medium,Major,1,99,1,1,6,1,1,Medium,9,3.6,43,7
4.8,Task,High,Trivial,1,111,0,1,6,2,4,Medium,7,7,41,9
20,Story,High,Blocker,5,11,3,2,11,1,1,Medium,3.5,7.8,20,9
7.1,Task,High,Trivial,2,53,2,2,9,2,2,High,4.4,8.6,29,11
16.1,Story,Critical,Major,2,58,2,1,9,0,4,High,14.5,0.7,30,11
30.5,Task,Low,Major,5,113,0,3,13,1,2,Medium,4,5.1,27,5
29.3,Task,Medium,Blocker,1,72,3,0,4,1,1,Low,20.7,3.1,36,9
16,Bug,High,Trivial,2,82,2,0,11,1,5,Medium,13.5,7,25,11
5.4,Bug,Medium,Major,1,110,3,0,15,1,4,Very High,9.6,2.8,26,6
12.7,Bug,Medium,Minor,3,46,2,2,13,1,4,High,13.3,5.9,50,11
16.3,Story,Low,Minor,5,78,5,1,11,0,2,Low,6.2,7.3,56,8
50.2,Task,High,Trivial,5,63,3,1,9,1,2,High,21.9,7.8,23,8
2.6,Story,Medium,Major,2,48,0,1,4,0,1,Low,1.5,3.1,26,6
12.7,Story,High,Minor,1,102,3,1,11,1,1,Medium,10.4,1.3,35,9
19.5,Bug,Medium,Trivial,1,30,2,1,10,0,3,High,2.6,2.6,44,5
14.1,Task,High,Major,3,27,4,3,5,2,1,Medium,14.4,6.2,55,5
15.2,Task,High,Major,8,77,2,1,9,1,4,Medium,9.3,0.9,54,8
7.4,Bug,High,Major,2,105,4,3,7,2,5,Medium,13.9,2,33,11
23.4,Story,Medium,Blocker,2,12,4,1,8,1,0,Medium,2.5,10,55,10
13.5,Bug,Medium,Minor,1,57,2,1,4,1,3,High,23.2,4.1,28,11
15.1,Story,High,Blocker,5,18,2,1,5,2,4,High,3.1,5.2,30,5
25,Story,Medium,Blocker,5,75,3,0,7,0,2,High,5.7,0.6,20,11
10.5,Bug,Medium,Minor,5,11,2,1,9,1,5,Low,17,6.1,28,6
28.4,Story,Low,Minor,8,13,2,1,9,0,5,High,12.5,3.6,44,8
4.7,Bug,Critical,Minor,3,7,3,0,4,0,1,Low,11.5,5.5,59,7
15.7,Story,Low,Minor,1,82,3,2,7,1,3,Low,12.1,5.5,34,11
7,Story,High,Major,2,21,2,1,6,0,3,Medium,1,9.7,43,6
5.7,Bug,Medium,Major,5,118,2,2,12,2,2,Medium,2.6,3,27,6
38.4,Task,Medium,Major,5,48,2,3,9,3,6,Low,3.8,5.9,48,5
4.9,Story,High,Major,3,90,4,2,10,2,0,Low,5.1,4.1,26,10
13.6,Story,Low,Trivial,5,50,4,1,10,1,2,Medium,8.4,4.5,37,5
4.6,Bug,Medium,Blocker,5,94,3,0,9,1,6,Medium,2.1,1,22,11
27.3,Task,High,Minor,8,62,2,2,8,0,0,Low,1.1,7,43,5
9.8,Task,High,Blocker,3,32,4,2,10,0,2,Medium,2.2,2.4,39,7
24.9,Bug,Low,Trivial,5,113,2,0,7,2,3,Medium,17.9,5,50,6
19.1,Bug,High,Blocker,2,18,2,3,10,0,5,Medium,1.4,4.6,45,9
45.8,Bug,High,Trivial,5,13,6,0,11,3,0,Very High,4,4.9,57,8
3.8,Story,High,Minor,8,119,1,1,9,2,0,Medium,7.7,4.1,27,5
6.2,Bug,Medium,Trivial,3,30,0,0,13,0,4,Very High,7.6,2.8,51,5
24.1,Story,Medium,Major,5,6,1,3,5,0,1,Low,13.7,4.8,27,6
16.2,Story,Critical,Blocker,5,79,1,0,6,0,6,Low,5.4,0.9,24,7
11.1,Story,High,Minor,1,85,2,4,8,1,4,High,6.6,2.8,35,5
